,uid,iid,r_ui,est,details
421,A203OCQQ12MAVT,B00004W3ZQ,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
422,A680RUE1FDO8B,B00027X2YM,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
423,A1VQHH85U7PX0,B0002V9IKK,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
424,A1435P5AMCPB3X,B000HDMRNS,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
425,A231WM2Z2JL0U3,B00005KAMS,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
426,AKT8TGIT6VVZ5,B000FAPQHM,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
427,AKT8TGIT6VVZ5,B0000BZZG0,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
428,A1F9Z42CFF9IAY,B000B60GZ2,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
429,A25HBO5V8S8SEA,B00006LL99,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
430,A3OXHLG6DIBRW8,B000I97FJ2,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
431,A25HBO5V8S8SEA,B00016L0VQ,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
432,A2XRMQA6PJ5ZJ8,B00094F6CO,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
433,ALUNVOQRXOZIA,B0001DBEM4,5.0,3.675675675675676,"{'actual_k': 0, 'was_impossible': False}"
434,A231WM2Z2JL0U3,B00009RTBX,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
435,A2AEZQ3DGBBLPR,B00006HYJ5,3.0,4.0,"{'actual_k': 0, 'was_impossible': False}"
436,A680RUE1FDO8B,B000001OMI,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
437,A6FIAB28IS79,B00005ML56,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
438,A6FIAB28IS79,B00006IW1X,5.0,4.1454545454545455,"{'actual_k': 0, 'was_impossible': False}"
439,A25HBO5V8S8SEA,B0000691IO,5.0,5.0,"{'actual_k': 0, 'was_impossible': False}"
440,A1MJMYLRTZ76ZX,B00007B6L5,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
441,AKT8TGIT6VVZ5,B0001GGXK4,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
442,A25HBO5V8S8SEA,B0007VRPZA,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
443,A2B7BUH8834Y6M,B0002UHUTM,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
444,A1ODOGXEYECQQ8,B00008OE46,5.0,4.410256410256411,"{'actual_k': 0, 'was_impossible': False}"
445,A3OXHLG6DIBRW8,B00009VSBE,5.0,4.492063492063492,"{'actual_k': 0, 'was_impossible': False}"
446,A25HBO5V8S8SEA,B000294G18,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
447,A149RNR5RH19YY,B00009APTT,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
448,A12DLJESJKM1OQ,B00004SD8X,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
449,ALUNVOQRXOZIA,B00004TDWY,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
450,A2CL818RN52NWN,B00068IKXK,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
451,AWPODHOB4GFWL,B000FNDWLQ,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
452,A680RUE1FDO8B,B0007THIDQ,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
453,A12DLJESJKM1OQ,B00006L9CT,5.0,5.0,"{'actual_k': 1, 'was_impossible': False}"
454,A5JLAU2ARJ0BO,B0009RGLSE,3.0,3.8677966101694916,"{'actual_k': 0, 'was_impossible': False}"
455,A25HBO5V8S8SEA,B00004Z8HN,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
456,AWPODHOB4GFWL,B00075GM1O,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
457,A231WM2Z2JL0U3,B00005137P,5.0,4.285714285714286,"{'actual_k': 0, 'was_impossible': False}"
458,ABH9D1TEOJ56E,B000067VKY,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
459,A1435P5AMCPB3X,B000BT2PZS,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
460,A5JLAU2ARJ0BO,B00009QSET,5.0,3.8677966101694916,"{'actual_k': 0, 'was_impossible': False}"
461,A231WM2Z2JL0U3,B00005NHAC,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
462,A2CL818RN52NWN,B000E3ZSXC,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
463,A7Y6AVS576M03,B000089GN2,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
464,A250AXLRBVYKB4,B0009JZSKO,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
465,A3NCIN6TNL0MGA,B000629GES,5.0,4.425,"{'actual_k': 0, 'was_impossible': False}"
466,AT6CZDCP4TRGA,B00064X4QM,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
467,A2B7BUH8834Y6M,B0001WW3F2,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
468,AGXV8E7XK9J6H,B000EXRSVM,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
469,A2B7BUH8834Y6M,B00000K1SF,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
470,A2AEZQ3DGBBLPR,B0002ARFZ6,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
471,A231WM2Z2JL0U3,B000064076,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
472,A5JLAU2ARJ0BO,B000068MQE,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
473,A1FR68QH6Z4YZM,B00006JI6V,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
474,A5JLAU2ARJ0BO,B00008OLY0,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
475,A1RPTVW5VEOSI,B00004WCBU,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
476,A250AXLRBVYKB4,B000FZ33AE,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
477,A203OCQQ12MAVT,B0009H5VVM,5.0,4.349206349206349,"{'actual_k': 0, 'was_impossible': False}"
478,A5JLAU2ARJ0BO,B000A2K3Y6,5.0,3.8677966101694916,"{'actual_k': 0, 'was_impossible': False}"
479,A3NCIN6TNL0MGA,B00000DM9W,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
480,AGHZXQL9F94T9,B0000A602S,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
481,A231WM2Z2JL0U3,B0000C1ZHO,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
482,A231WM2Z2JL0U3,B00005UT2T,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
483,AKT8TGIT6VVZ5,B0009R3N9E,5.0,4.783132530120482,"{'actual_k': 0, 'was_impossible': False}"
484,AT6CZDCP4TRGA,B00006BMQS,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
485,A6FIAB28IS79,B000F8WC4O,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
486,A1435P5AMCPB3X,B000B41IVA,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
487,A1FR68QH6Z4YZM,B000AFW6RA,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
488,A11D1KHM7DVOQK,B0002I5RHG,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
489,A6FIAB28IS79,B000EOPQ7E,4.0,4.653391053391053,"{'actual_k': 1, 'was_impossible': False}"
490,A231WM2Z2JL0U3,B00006B7HB,5.0,4.285714285714286,"{'actual_k': 0, 'was_impossible': False}"
491,A7Y6AVS576M03,B00005A0QX,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
492,AT6CZDCP4TRGA,B00005LACB,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
493,A231WM2Z2JL0U3,B000068BQJ,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
494,A2BGZ52M908MJY,B00004U4RL,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
495,A12DLJESJKM1OQ,B000087BXC,4.0,4.288888888888889,"{'actual_k': 0, 'was_impossible': False}"
496,A231WM2Z2JL0U3,B000063574,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
497,A3OXHLG6DIBRW8,B00005LD4W,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
498,A203OCQQ12MAVT,B000I1FAWY,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
499,A5JLAU2ARJ0BO,B0001YYNMQ,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
500,ABH9D1TEOJ56E,B000095Z87,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
501,A250AXLRBVYKB4,B00007IFEA,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
502,A231WM2Z2JL0U3,B0000512Q7,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
503,A3OXHLG6DIBRW8,B000BQVYIA,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
504,AT6CZDCP4TRGA,B000265GL0,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
505,A2R6RA8FRBS608,B000EBRFDU,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
506,A25HBO5V8S8SEA,B000050ZUC,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
507,A2CL818RN52NWN,B0002H6M0S,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
508,A5JLAU2ARJ0BO,B000095SB4,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
509,A231WM2Z2JL0U3,B000021YUO,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
510,A11D1KHM7DVOQK,B000092YPR,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
511,A5JLAU2ARJ0BO,B00006HOGN,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
512,A2CL818RN52NWN,B0002LHSG6,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
513,A5JLAU2ARJ0BO,B0001AU6H6,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
514,A680RUE1FDO8B,B0006I09OS,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
515,A6FIAB28IS79,B00003CWDH,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
516,AWPODHOB4GFWL,B00022TNHM,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
517,A3OXHLG6DIBRW8,B00006JQLD,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
518,A1F9Z42CFF9IAY,B000069K98,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
519,A680RUE1FDO8B,B000FJ89UO,5.0,4.25,"{'actual_k': 0, 'was_impossible': False}"
520,AT2J7H5TRZM8Z,B000056SSM,2.0,4.181818181818182,"{'actual_k': 0, 'was_impossible': False}"
521,AKT8TGIT6VVZ5,B000BY52NK,5.0,5.0,"{'actual_k': 1, 'was_impossible': False}"
522,A6FIAB28IS79,B0006OC16G,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
523,AKT8TGIT6VVZ5,B00006I57Q,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
524,A3OXHLG6DIBRW8,B00004TJ7O,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
525,A1FR68QH6Z4YZM,B00009R9D5,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
526,A1JWSDDIH5Z7DV,B000816XI4,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
527,A1ODOGXEYECQQ8,B00062QY5W,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
528,A1FR68QH6Z4YZM,B00026KJ26,5.0,4.787234042553192,"{'actual_k': 0, 'was_impossible': False}"
529,A1FR68QH6Z4YZM,B00009R98Y,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
530,A2BGZ52M908MJY,B00005218U,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
531,A149RNR5RH19YY,B00005B8HU,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
532,A2R6RA8FRBS608,B00000J4IX,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
533,A3NCIN6TNL0MGA,B0002OZXGU,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
534,A38QEATH3NODFM,B0001H4BMU,5.0,4.636363636363637,"{'actual_k': 0, 'was_impossible': False}"
535,A2B7BUH8834Y6M,B0001G6U48,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
536,A11D1KHM7DVOQK,B0001G6UCA,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
537,A5JLAU2ARJ0BO,B00004T1KZ,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
538,A2CL818RN52NWN,B00007E845,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
539,AWPODHOB4GFWL,B0009VNE0S,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
540,A1VQHH85U7PX0,B0009JO2YC,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
541,A231WM2Z2JL0U3,B00004SD85,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
542,A1435P5AMCPB3X,B0009RVG7U,3.0,3.7950089126559714,"{'actual_k': 1, 'was_impossible': False}"
543,A2AEZQ3DGBBLPR,B00007M8GV,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
544,A149RNR5RH19YY,B000HCMTJG,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
545,AT6CZDCP4TRGA,B0001EMLAM,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
546,A2BGZ52M908MJY,B00004U1TP,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
547,A2B7BUH8834Y6M,B00020P7Y2,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
548,AKT8TGIT6VVZ5,B000B7SGD0,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
549,A11D1KHM7DVOQK,B00005V54U,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
550,A1MJMYLRTZ76ZX,B00004WEJX,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
551,A231WM2Z2JL0U3,B0000645C8,4.0,4.285714285714286,"{'actual_k': 0, 'was_impossible': False}"
552,A250AXLRBVYKB4,B0007TOR08,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
553,A2AY4YUOX2N1BQ,B000CBOMUG,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
554,A2AEZQ3DGBBLPR,B00005QXWI,5.0,4.714285714285714,"{'actual_k': 1, 'was_impossible': False}"
555,A203OCQQ12MAVT,B0000ET9DG,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
556,A203OCQQ12MAVT,B00009R6HB,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
557,A7Y6AVS576M03,B00005AY9N,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
558,ALUNVOQRXOZIA,B00002SWHH,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
559,AKT8TGIT6VVZ5,B00009R9G6,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
560,A2B7BUH8834Y6M,B0002RX1WA,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
561,AWPODHOB4GFWL,B000062VUO,5.0,4.523809523809524,"{'actual_k': 0, 'was_impossible': False}"
562,A5JLAU2ARJ0BO,B00006A8ZP,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
563,A1435P5AMCPB3X,B00032CAA8,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
564,AGHZXQL9F94T9,B0002ZAIM8,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
565,A25HBO5V8S8SEA,B00009017A,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
566,A5JLAU2ARJ0BO,B0006H5I3Q,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
567,A2B7BUH8834Y6M,B000FOLR1C,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
568,A5JLAU2ARJ0BO,B000087L74,4.0,4.578907721280602,"{'actual_k': 1, 'was_impossible': False}"
569,A2R6RA8FRBS608,B000EEU2YQ,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
570,AGHZXQL9F94T9,B00005RKO5,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
571,AT6CZDCP4TRGA,B000069J56,2.0,3.4186046511627906,"{'actual_k': 0, 'was_impossible': False}"
572,A1FR68QH6Z4YZM,B00008N6YC,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
573,A231WM2Z2JL0U3,B00004TS16,5.0,4.285714285714286,"{'actual_k': 0, 'was_impossible': False}"
574,A11D1KHM7DVOQK,B0008GP89E,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
575,A231WM2Z2JL0U3,B00008SB1D,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
576,AWPODHOB4GFWL,B00007DX3I,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
577,A250AXLRBVYKB4,B0007Z1M50,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
578,A1ODOGXEYECQQ8,B000ACGE3U,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
579,A5JLAU2ARJ0BO,B00016OYSW,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
580,AT2J7H5TRZM8Z,B00006IS65,2.0,4.181818181818182,"{'actual_k': 0, 'was_impossible': False}"
581,A3OXHLG6DIBRW8,B000BY8BW4,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
582,ABH9D1TEOJ56E,B000087KY5,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
583,A149RNR5RH19YY,B0000DFZ67,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
584,AT6CZDCP4TRGA,B0006U6GH0,2.0,3.4186046511627906,"{'actual_k': 0, 'was_impossible': False}"
585,A25HBO5V8S8SEA,B0000TN0ZS,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
586,A250AXLRBVYKB4,B00081A2KY,5.0,4.382352941176471,"{'actual_k': 0, 'was_impossible': False}"
587,A1FR68QH6Z4YZM,B00020KPB2,5.0,4.787234042553192,"{'actual_k': 0, 'was_impossible': False}"
588,A11D1KHM7DVOQK,B00005T3SP,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
589,A1435P5AMCPB3X,B000F7856E,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
590,A11D1KHM7DVOQK,B0006ZF53Q,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
591,A5JLAU2ARJ0BO,B0009E3T14,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
592,A2R6RA8FRBS608,B00005NOHQ,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
593,A2B7BUH8834Y6M,B0000AKVHF,5.0,4.448717948717949,"{'actual_k': 0, 'was_impossible': False}"
594,A5JLAU2ARJ0BO,B000636JD8,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
595,A5JLAU2ARJ0BO,B0000655ZA,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
596,AKT8TGIT6VVZ5,B00005LAXJ,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
597,A1FR68QH6Z4YZM,B0001DKLHS,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
598,A2AEZQ3DGBBLPR,B000085BD7,1.0,2.7142857142857144,"{'actual_k': 1, 'was_impossible': False}"
599,A1FR68QH6Z4YZM,B0007G6RZE,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
600,AT6CZDCP4TRGA,B0009O5MWI,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
601,A7Y6AVS576M03,B0000206DP,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
602,A5JLAU2ARJ0BO,B0002Z4572,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
603,ALUNVOQRXOZIA,B00003006X,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
604,A3NCIN6TNL0MGA,B000HOJN3O,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
605,A680RUE1FDO8B,B00007EDM8,5.0,4.25,"{'actual_k': 0, 'was_impossible': False}"
606,A203OCQQ12MAVT,B0001W1CWW,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
607,A1MJMYLRTZ76ZX,B000ANRP82,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
608,A2R6RA8FRBS608,B00004SU73,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
609,A2XRMQA6PJ5ZJ8,B000BY52NK,5.0,4.585365853658536,"{'actual_k': 0, 'was_impossible': False}"
610,A1JWSDDIH5Z7DV,B0002KQR1E,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
611,A6FIAB28IS79,B000HZD2XK,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
612,A2R6RA8FRBS608,B000ASGFRE,3.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
613,A2B7BUH8834Y6M,B00008WFIZ,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
614,A3NCIN6TNL0MGA,B000G6M91G,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
615,A2BGZ52M908MJY,B00004TY7O,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
616,A6FIAB28IS79,B000E8HUNS,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
617,A2XRMQA6PJ5ZJ8,B0000ACOW2,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
618,A1VQHH85U7PX0,B00001P4WE,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
619,A11D1KHM7DVOQK,B0009PUVH8,4.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
620,A6FIAB28IS79,B000A5TAT2,4.0,4.1454545454545455,"{'actual_k': 0, 'was_impossible': False}"
621,A2B7BUH8834Y6M,B0007Y79E4,4.0,4.448717948717949,"{'actual_k': 0, 'was_impossible': False}"
622,A5JLAU2ARJ0BO,B00004S9AK,5.0,3.8677966101694916,"{'actual_k': 0, 'was_impossible': False}"
623,A6FIAB28IS79,B00009APE3,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
624,A2AY4YUOX2N1BQ,B0001Y6J14,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
625,A1F9Z42CFF9IAY,B0000AAAPF,4.0,2.363408521303258,"{'actual_k': 1, 'was_impossible': False}"
626,A2B7BUH8834Y6M,B000068BSC,5.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
627,ALUNVOQRXOZIA,B0000D8IRV,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
628,A231WM2Z2JL0U3,B00007KDVI,5.0,4.285714285714286,"{'actual_k': 0, 'was_impossible': False}"
629,A6FIAB28IS79,B00007FGUE,2.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
630,A2AEZQ3DGBBLPR,B00007H4LM,5.0,4.0,"{'actual_k': 0, 'was_impossible': False}"
631,A5JLAU2ARJ0BO,B0000ACOW2,1.0,4.216205043406366,"{'was_impossible': True, 'reason': 'User and/or item is unknown.'}"
